District,KDG_District,Original Maize Production Value,Perturbation,Factor,New Maize Production Values,Percentage Change,Change,Initial Stress,Initial Stability,Stress,Stability
BENGALURU,Bengaluru Urban,71.0,10,AreaUnderOilSeeds_GroundNut,75,5.633802816901409,4.0,0.03568355814801312,0.9643164418519868,0.034083948118358326,0.9659160518816416
BENGALURU(R),Bengaluru Rural,206.0,10,AreaUnderOilSeeds_GroundNut,217,5.339805825242718,11.0,0.16460517681370762,0.8353948231862924,0.1674487975071244,0.8325512024928756
RAMANAGARA,Ramanagara,4830.0,10,AreaUnderOilSeeds_GroundNut,5052,4.596273291925466,222.0,0.07478235508567264,0.9252176449143273,0.07950568620662102,0.920494313793379
CHITRADURGA,Chitradurga,68575.0,10,AreaUnderOilSeeds_GroundNut,75094,9.506379876048122,6519.0,0.6908377688662048,0.30916223113379515,0.6894825152475563,0.3105174847524437
DAVANAGERE,Davanagere,16592.0,10,AreaUnderOilSeeds_GroundNut,17621,6.2017839922854385,1029.0,0.09081540891967432,0.9091845910803257,0.09808817393311492,0.901911826066885
KOLAR,Kolar,5810.0,10,AreaUnderOilSeeds_GroundNut,6390,9.982788296041308,580.0,0.031221290557783443,0.9687787094422166,0.027398993261778568,0.9726010067382215
CHIKKABALLAPURA,Chikkaballapura,7132.0,10,AreaUnderOilSeeds_GroundNut,8448,18.452047111609645,1316.0,0.11785636164783082,0.8821436383521691,0.11210394083859343,0.8878960591614066
SHIVAMOGGA,Shivamogga,248.0,10,AreaUnderOilSeeds_GroundNut,277,11.693548387096774,29.0,0.13129566168428727,0.8687043383157127,0.12740298825472077,0.8725970117452793
TUMAKURU,Tumakuru,39626.0,10,AreaUnderOilSeeds_GroundNut,43992,11.018018472719932,4366.0,0.39828758918806306,0.6017124108119369,0.40544041943621145,0.5945595805637885
CHIKKAMAGALURU,Chikkamagaluru,3909.0,10,AreaUnderOilSeeds_GroundNut,4315,10.386288053210539,406.0,0.21211811884797666,0.7878818811520234,0.21136936943792356,0.7886306305620765
DAKSHINA KANNADA,Dakshina Kannada,0.0,10,AreaUnderOilSeeds_GroundNut,0,,0.0,0.02952242070725483,0.9704775792927451,0.02894039470530269,0.9710596052946973
UDUPI,Udupi,3623.0,10,AreaUnderOilSeeds_GroundNut,3749,3.4777808446039193,126.0,0.023733138899015675,0.9762668611009844,0.02144312461714651,0.9785568753828535
HASSAN,Hassan,521.0,10,AreaUnderOilSeeds_GroundNut,580,11.324376199616124,59.0,0.10607607242678335,0.8939239275732167,0.10725668273541604,0.892743317264584
KODAGU,Kodagu,45.0,10,AreaUnderOilSeeds_GroundNut,49,8.88888888888889,4.0,0.012424352898286549,0.9875756471017134,0.012286822737724273,0.9877131772622757
MANDYA,Mandya,1021.0,10,AreaUnderOilSeeds_GroundNut,1115,9.20666013712047,94.0,0.14847685016405396,0.851523149835946,0.14940474605161533,0.8505952539483846
MYSURU,Mysuru,2170.0,10,AreaUnderOilSeeds_GroundNut,2335,7.603686635944701,165.0,0.006467371491068172,0.9935326285089319,0.007047833382161032,0.9929521666178389
CHAMARAJANAGAR,Chamarajanagara,8867.0,10,AreaUnderOilSeeds_GroundNut,9713,9.540994699447388,846.0,0.09031474055170738,0.9096852594482926,0.09160518816416757,0.9083948118358325
BELAGAVI,Belagavi,39530.0,10,AreaUnderOilSeeds_GroundNut,42189,6.726536807487984,2659.0,0.2576536638716733,0.7423463361283267,0.24601965536527548,0.7539803446347245
VIJAYAPURA,Vijayapura,27528.0,10,AreaUnderOilSeeds_GroundNut,29289,6.397122929380994,1761.0,0.032545388261028096,0.967454611738972,0.03104109516073189,0.9689589048392682
BAGALKOT,Bagalkote,25444.0,10,AreaUnderOilSeeds_GroundNut,27315,7.353403552900488,1871.0,0.0819832300401021,0.9180167699598979,0.0769728606812794,0.9230271393187206
DHARAWAD,Dharwad,21178.0,10,AreaUnderOilSeeds_GroundNut,23747,12.130512796298046,2569.0,0.030200510390083868,0.9697994896099161,0.016629158121820642,0.9833708418781794
GADAG,Gadag,31332.0,10,AreaUnderOilSeeds_GroundNut,34258,9.33869526362824,2926.0,0.08125410134888805,0.9187458986511119,0.08611492643505864,0.9138850735649413
HAVERI,Haveri,18309.0,10,AreaUnderOilSeeds_GroundNut,19573,6.903708558632367,1264.0,0.0189802614447164,0.9810197385552836,0.0123331139257844,0.9876668860742156
UTTARA KANNADA,Uttara Kannada,3825.0,10,AreaUnderOilSeeds_GroundNut,3963,3.607843137254902,138.0,0.18596573095151295,0.8140342690484871,0.18568727195248622,0.8143127280475138
BALLARI,Ballari,22938.5,10,AreaUnderOilSeeds_GroundNut,25331,10.43006299452885,2392.5,0.11273787823550857,0.8872621217644914,0.10329910321920327,0.8967008967807968
BIDAR,Bidar,261.0,10,AreaUnderOilSeeds_GroundNut,275,5.363984674329502,14.0,0.04160408312067079,0.9583959168793292,0.040242895570884486,0.9597571044291155
KALABURAGI,Kalaburagi,3114.0,10,AreaUnderOilSeeds_GroundNut,3297,5.8766859344894025,183.0,0.24246931583424478,0.7575306841657552,0.23514972345771076,0.7648502765422892
YADGIRI,Yadgir,31435.0,10,AreaUnderOilSeeds_GroundNut,33302,5.939239700970256,1867.0,0.17841779074006564,0.8215822092599343,0.1714872914835628,0.8285127085164372
RAICHUR,Raichur,26958.0,10,AreaUnderOilSeeds_GroundNut,28687,6.413680540099414,1729.0,0.007400656215822088,0.9925993437841779,0.007603803233280915,0.9923961967667191
KOPPAL,Koppal,29982.0,10,AreaUnderOilSeeds_GroundNut,31053,3.572143285971583,1071.0,0.0592023332118119,0.9407976667881881,0.03820012251311683,0.9617998774868832
VIJAYANAGARA,Vijayanagara,22938.5,10,AreaUnderOilSeeds_GroundNut,25331,10.43006299452885,2392.5,0.12175841536031112,0.8782415846396889,0.11306717802576322,0.8869328219742367
BENGALURU,Bengaluru Urban,71.0,10,MotorVehicles_Tractors,99,39.436619718309856,28.0,0.03568355814801312,0.9643164418519868,0.03688705935987342,0.9631129406401265
BENGALURU(R),Bengaluru Rural,206.0,10,MotorVehicles_Tractors,209,1.4563106796116505,3.0,0.16460517681370762,0.8353948231862924,0.17474356051971732,0.8252564394802827
RAMANAGARA,Ramanagara,4830.0,10,MotorVehicles_Tractors,5491,13.685300207039338,661.0,0.07478235508567264,0.9252176449143273,0.07385993376151465,0.9261400662384853
CHITRADURGA,Chitradurga,68575.0,10,MotorVehicles_Tractors,74579,8.755377324097703,6004.0,0.6908377688662048,0.30916223113379515,0.6856005041633704,0.3143994958366296
DAVANAGERE,Davanagere,16592.0,10,MotorVehicles_Tractors,17575,5.924541947926712,983.0,0.09081540891967432,0.9091845910803257,0.0969441799970501,0.9030558200029499
KOLAR,Kolar,5810.0,10,MotorVehicles_Tractors,8145,40.18932874354561,2335.0,0.031221290557783443,0.9687787094422166,0.05369473980611164,0.9463052601938884
CHIKKABALLAPURA,Chikkaballapura,7132.0,10,MotorVehicles_Tractors,8072,13.180033651149747,940.0,0.11785636164783082,0.8821436383521691,0.12754707536080306,0.872452924639197
SHIVAMOGGA,Shivamogga,248.0,10,MotorVehicles_Tractors,263,6.048387096774194,15.0,0.13129566168428727,0.8687043383157127,0.12681317797235148,0.8731868220276485
TUMAKURU,Tumakuru,39626.0,10,MotorVehicles_Tractors,44399,12.0451218896684,4773.0,0.39828758918806306,0.6017124108119369,0.41429126927725723,0.5857087307227428
CHIKKAMAGALURU,Chikkamagaluru,3909.0,10,MotorVehicles_Tractors,4504,15.221284215911998,595.0,0.21211811884797666,0.7878818811520234,0.21020662653025654,0.7897933734697434
DAKSHINA KANNADA,Dakshina Kannada,0.0,10,MotorVehicles_Tractors,0,,0.0,0.02952242070725483,0.9704775792927451,0.030192815671972,0.969807184328028
UDUPI,Udupi,3623.0,10,MotorVehicles_Tractors,3887,7.28677891250345,264.0,0.023733138899015675,0.9762668611009844,0.023022566674264874,0.9769774333257352
HASSAN,Hassan,521.0,10,MotorVehicles_Tractors,564,8.253358925143955,43.0,0.10607607242678335,0.8939239275732167,0.1095192122894291,0.8904807877105709
KODAGU,Kodagu,45.0,10,MotorVehicles_Tractors,52,15.555555555555555,7.0,0.012424352898286549,0.9875756471017134,0.012300155986716545,0.9876998440132835
MANDYA,Mandya,1021.0,10,MotorVehicles_Tractors,1092,6.953966699314397,71.0,0.14847685016405396,0.851523149835946,0.15161372504324272,0.8483862749567572
MYSURU,Mysuru,2170.0,10,MotorVehicles_Tractors,2344,8.018433179723502,174.0,0.006467371491068172,0.9935326285089319,0.005128789605653064,0.9948712103943469
CHAMARAJANAGAR,Chamarajanagara,8867.0,10,MotorVehicles_Tractors,9198,3.7329423705875717,331.0,0.09031474055170738,0.9096852594482926,0.0834327804520486,0.9165672195479514
BELAGAVI,Belagavi,39530.0,10,MotorVehicles_Tractors,41058,3.8654186693650394,1528.0,0.2576536638716733,0.7423463361283267,0.24116172112793144,0.7588382788720686
VIJAYAPURA,Vijayapura,27528.0,10,MotorVehicles_Tractors,28566,3.770706190061029,1038.0,0.032545388261028096,0.967454611738972,0.027350862843427803,0.9726491371565722
BAGALKOT,Bagalkote,25444.0,10,MotorVehicles_Tractors,26624,4.637635591888068,1180.0,0.0819832300401021,0.9180167699598979,0.08177368964453796,0.918226310355462
DHARAWAD,Dharwad,21178.0,10,MotorVehicles_Tractors,22209,4.868259514590613,1031.0,0.030200510390083868,0.9697994896099161,0.029864304965204702,0.9701356950347952
GADAG,Gadag,31332.0,10,MotorVehicles_Tractors,34050,8.674837227116047,2718.0,0.08125410134888805,0.9187458986511119,0.0913527936818675,0.9086472063181326
HAVERI,Haveri,18309.0,10,MotorVehicles_Tractors,18724,2.2666448194876834,415.0,0.0189802614447164,0.9810197385552836,0.004401851919249633,0.9955981480807503
UTTARA KANNADA,Uttara Kannada,3825.0,10,MotorVehicles_Tractors,3913,2.3006535947712417,88.0,0.18596573095151295,0.8140342690484871,0.17853819439788682,0.8214618056021132
BALLARI,Ballari,22938.5,10,MotorVehicles_Tractors,25380,10.643677659829544,2441.5,0.11273787823550857,0.8872621217644914,0.10073115181791892,0.8992688481820811
BIDAR,Bidar,261.0,10,MotorVehicles_Tractors,277,6.130268199233716,16.0,0.04160408312067079,0.9583959168793292,0.04011853202644176,0.9598814679735582
KALABURAGI,Kalaburagi,3114.0,10,MotorVehicles_Tractors,3269,4.977520873474631,155.0,0.24246931583424478,0.7575306841657552,0.23268837966004732,0.7673116203399527
YADGIRI,Yadgir,31435.0,10,MotorVehicles_Tractors,33025,5.058056306664546,1590.0,0.17841779074006564,0.8215822092599343,0.1724569472192798,0.8275430527807202
RAICHUR,Raichur,26958.0,10,MotorVehicles_Tractors,28655,6.294977372208621,1697.0,0.007400656215822088,0.9925993437841779,0.004301478968610495,0.9956985210313896
KOPPAL,Koppal,29982.0,10,MotorVehicles_Tractors,31284,4.342605563338003,1302.0,0.0592023332118119,0.9407976667881881,0.04379517022218049,0.9562048297778195
VIJAYANAGARA,Vijayanagara,22938.5,10,MotorVehicles_Tractors,25380,10.643677659829544,2441.5,0.12175841536031112,0.8782415846396889,0.11020081613680349,0.8897991838631965
BENGALURU,Bengaluru Urban,71.0,10,LivestockCensus_2012_Sheep,74,4.225352112676056,3.0,0.03568355814801312,0.9643164418519868,0.03389389736477114,0.9661061026352289
BENGALURU(R),Bengaluru Rural,206.0,10,LivestockCensus_2012_Sheep,214,3.8834951456310676,8.0,0.16460517681370762,0.8353948231862924,0.16716366158113732,0.8328363384188626
RAMANAGARA,Ramanagara,4830.0,10,LivestockCensus_2012_Sheep,5017,3.8716356107660457,187.0,0.07478235508567264,0.9252176449143273,0.07918489277712579,0.9208151072228742
CHITRADURGA,Chitradurga,68575.0,10,LivestockCensus_2012_Sheep,74984,9.345971563981042,6409.0,0.6908377688662048,0.30916223113379515,0.6925824175824176,0.30741758241758244
DAVANAGERE,Davanagere,16592.0,10,LivestockCensus_2012_Sheep,16812,1.325940212150434,220.0,0.09081540891967432,0.9091845910803257,0.10641159002809489,0.8935884099719051
KOLAR,Kolar,5810.0,10,LivestockCensus_2012_Sheep,7112,22.40963855421687,1302.0,0.031221290557783443,0.9687787094422166,0.040848714392403715,0.9591512856075963
CHIKKABALLAPURA,Chikkaballapura,7132.0,10,LivestockCensus_2012_Sheep,7884,10.544026920919798,752.0,0.11785636164783082,0.8821436383521691,0.12149258508481808,0.8785074149151819
SHIVAMOGGA,Shivamogga,248.0,10,LivestockCensus_2012_Sheep,248,0.0,0.0,0.13129566168428727,0.8687043383157127,0.12241544862904086,0.8775845513709591
TUMAKURU,Tumakuru,39626.0,10,LivestockCensus_2012_Sheep,43656,10.170090344723162,4030.0,0.39828758918806306,0.6017124108119369,0.4032098276203685,0.5967901723796315
CHIKKAMAGALURU,Chikkamagaluru,3909.0,10,LivestockCensus_2012_Sheep,4145,6.037349705807111,236.0,0.21211811884797666,0.7878818811520234,0.21118791056377742,0.7888120894362226
DAKSHINA KANNADA,Dakshina Kannada,0.0,10,LivestockCensus_2012_Sheep,0,,0.0,0.02952242070725483,0.9704775792927451,0.027855942601088233,0.9721440573989117
UDUPI,Udupi,3623.0,10,LivestockCensus_2012_Sheep,3623,0.0,0.0,0.023733138899015675,0.9762668611009844,0.02090112557345567,0.9790988744265443
HASSAN,Hassan,521.0,10,LivestockCensus_2012_Sheep,542,4.030710172744722,21.0,0.10607607242678335,0.8939239275732167,0.10682278886162382,0.8931772111383762
KODAGU,Kodagu,45.0,10,LivestockCensus_2012_Sheep,45,0.0,0.0,0.012424352898286549,0.9875756471017134,0.012033678295814218,0.9879663217041857
MANDYA,Mandya,1021.0,10,LivestockCensus_2012_Sheep,1166,14.201762977473065,145.0,0.14847685016405396,0.851523149835946,0.14762616024751946,0.8523738397524805
MYSURU,Mysuru,2170.0,10,LivestockCensus_2012_Sheep,2300,5.990783410138248,130.0,0.006467371491068172,0.9935326285089319,0.007388242825136029,0.9926117571748639
CHAMARAJANAGAR,Chamarajanagara,8867.0,10,LivestockCensus_2012_Sheep,9663,8.97710612382993,796.0,0.09031474055170738,0.9096852594482926,0.09115722465237028,0.9088427753476297
BELAGAVI,Belagavi,39530.0,10,LivestockCensus_2012_Sheep,41134,4.0576777131292685,1604.0,0.2576536638716733,0.7423463361283267,0.24393203883495146,0.7560679611650485
VIJAYAPURA,Vijayapura,27528.0,10,LivestockCensus_2012_Sheep,28327,2.9024992734670154,799.0,0.032545388261028096,0.967454611738972,0.020452363170809784,0.9795476368291902
BAGALKOT,Bagalkote,25444.0,10,LivestockCensus_2012_Sheep,27662,8.71718283288791,2218.0,0.0819832300401021,0.9180167699598979,0.06310946335218182,0.9368905366478182
DHARAWAD,Dharwad,21178.0,10,LivestockCensus_2012_Sheep,21507,1.5534989139673245,329.0,0.030200510390083868,0.9697994896099161,0.03517750453430063,0.9648224954656994
GADAG,Gadag,31332.0,10,LivestockCensus_2012_Sheep,32889,4.969360398314822,1557.0,0.08125410134888805,0.9187458986511119,0.07471308164789442,0.9252869183521055
HAVERI,Haveri,18309.0,10,LivestockCensus_2012_Sheep,18726,2.2775684089791906,417.0,0.0189802614447164,0.9810197385552836,0.00981542729115542,0.9901845727088445
UTTARA KANNADA,Uttara Kannada,3825.0,10,LivestockCensus_2012_Sheep,3830,0.130718954248366,5.0,0.18596573095151295,0.8140342690484871,0.17627227141790247,0.8237277285820975
BALLARI,Ballari,22938.5,10,LivestockCensus_2012_Sheep,25322,10.390827647840966,2383.5,0.11273787823550857,0.8872621217644914,0.09735410220847113,0.9026458977915288
BIDAR,Bidar,261.0,10,LivestockCensus_2012_Sheep,269,3.065134099616858,8.0,0.04160408312067079,0.9583959168793292,0.03832817667769124,0.9616718233223087
KALABURAGI,Kalaburagi,3114.0,10,LivestockCensus_2012_Sheep,3143,0.9312780989081566,29.0,0.24246931583424478,0.7575306841657552,0.2351968419929585,0.7648031580070415
YADGIRI,Yadgir,31435.0,10,LivestockCensus_2012_Sheep,33741,7.335772228407826,2306.0,0.17841779074006564,0.8215822092599343,0.1843326576336285,0.8156673423663715
RAICHUR,Raichur,26958.0,10,LivestockCensus_2012_Sheep,28287,4.9298909414645005,1329.0,0.007400656215822088,0.9925993437841779,0.01320548383655179,0.9867945161634482
KOPPAL,Koppal,29982.0,10,LivestockCensus_2012_Sheep,31334,4.509372290040691,1352.0,0.0592023332118119,0.9407976667881881,0.04584444681532057,0.9541555531846795
VIJAYANAGARA,Vijayanagara,22938.5,10,LivestockCensus_2012_Sheep,25322,10.390827647840966,2383.5,0.12175841536031112,0.8782415846396889,0.10698949109143285,0.8930105089085671
BENGALURU,Bengaluru Urban,71.0,-10,TotalNPK,44,-38.028169014084504,-27.0,0.03568355814801312,0.9643164418519868,0.03769796288499531,0.9623020371150047
BENGALURU(R),Bengaluru Rural,206.0,-10,TotalNPK,169,-17.96116504854369,-37.0,0.16460517681370762,0.8353948231862924,0.15907957379279075,0.8409204262072092
RAMANAGARA,Ramanagara,4830.0,-10,TotalNPK,4575,-5.279503105590062,-255.0,0.07478235508567264,0.9252176449143273,0.07195323379862034,0.9280467662013796
CHITRADURGA,Chitradurga,68575.0,-10,TotalNPK,61754,-9.94677360554138,-6821.0,0.6908377688662048,0.30916223113379515,0.6865822456844901,0.3134177543155099
DAVANAGERE,Davanagere,16592.0,-10,TotalNPK,14809,-10.746142719382835,-1783.0,0.09081540891967432,0.9091845910803257,0.09961837829668252,0.9003816217033175
KOLAR,Kolar,5810.0,-10,TotalNPK,4000,-31.153184165232357,-1810.0,0.031221290557783443,0.9687787094422166,0.01679243449817016,0.9832075655018299
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,TotalNPK,5757,-19.279304542905216,-1375.0,0.11785636164783082,0.8821436383521691,0.12137405404238323,0.8786259459576168
SHIVAMOGGA,Shivamogga,248.0,-10,TotalNPK,219,-11.693548387096774,-29.0,0.13129566168428727,0.8687043383157127,0.13486089969880494,0.865139100301195
TUMAKURU,Tumakuru,39626.0,-10,TotalNPK,35588,-10.190279109675465,-4038.0,0.39828758918806306,0.6017124108119369,0.3982020829188624,0.6017979170811376
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,TotalNPK,3305,-15.45152212842159,-604.0,0.21211811884797666,0.7878818811520234,0.2157384831057792,0.7842615168942209
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,TotalNPK,0,,0.0,0.02952242070725483,0.9704775792927451,0.029807785730478993,0.970192214269521
UDUPI,Udupi,3623.0,-10,TotalNPK,3534,-2.456527739442451,-89.0,0.023733138899015675,0.9762668611009844,0.02809129772970172,0.9719087022702982
HASSAN,Hassan,521.0,-10,TotalNPK,490,-5.950095969289827,-31.0,0.10607607242678335,0.8939239275732167,0.10515108333063446,0.8948489166693655
KODAGU,Kodagu,45.0,-10,TotalNPK,34,-24.444444444444443,-11.0,0.012424352898286549,0.9875756471017134,0.013116559251222593,0.9868834407487774
MANDYA,Mandya,1021.0,-10,TotalNPK,932,-8.71694417238002,-89.0,0.14847685016405396,0.851523149835946,0.15025423454351136,0.8497457654564886
MYSURU,Mysuru,2170.0,-10,TotalNPK,2042,-5.8986175115207375,-128.0,0.006467371491068172,0.9935326285089319,0.006667584286038156,0.9933324157139618
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,TotalNPK,8359,-5.729107928273374,-508.0,0.09031474055170738,0.9096852594482926,0.09461195496108216,0.9053880450389178
BELAGAVI,Belagavi,39530.0,-10,TotalNPK,36458,-7.771312926890969,-3072.0,0.2576536638716733,0.7423463361283267,0.2559801794215759,0.7440198205784241
VIJAYAPURA,Vijayapura,27528.0,-10,TotalNPK,26351,-4.275646614356292,-1177.0,0.032545388261028096,0.967454611738972,0.050623441396508706,0.9493765586034912
BAGALKOT,Bagalkote,25444.0,-10,TotalNPK,23291,-8.461719855368653,-2153.0,0.0819832300401021,0.9180167699598979,0.09846163811251091,0.901538361887489
DHARAWAD,Dharwad,21178.0,-10,TotalNPK,19779,-6.605911795259231,-1399.0,0.030200510390083868,0.9697994896099161,0.03476293033649647,0.9652370696635035
GADAG,Gadag,31332.0,-10,TotalNPK,30157,-3.7501595812587767,-1175.0,0.08125410134888805,0.9187458986511119,0.09811741518189682,0.9018825848181031
HAVERI,Haveri,18309.0,-10,TotalNPK,17415,-4.8828445027035885,-894.0,0.0189802614447164,0.9810197385552836,0.02358667339073467,0.9764133266092654
UTTARA KANNADA,Uttara Kannada,3825.0,-10,TotalNPK,3673,-3.973856209150327,-152.0,0.18596573095151295,0.8140342690484871,0.19121028597337822,0.8087897140266218
BALLARI,Ballari,22938.5,-10,TotalNPK,21536,-6.114174858861738,-1402.5,0.11273787823550857,0.8872621217644914,0.11291344921555113,0.8870865507844489
BIDAR,Bidar,261.0,-10,TotalNPK,243,-6.896551724137931,-18.0,0.04160408312067079,0.9583959168793292,0.04462868802020922,0.9553713119797907
KALABURAGI,Kalaburagi,3114.0,-10,TotalNPK,2999,-3.692999357739242,-115.0,0.24246931583424478,0.7575306841657552,0.2469583616715786,0.7530416383284214
YADGIRI,Yadgir,31435.0,-10,TotalNPK,28155,-10.43422936217592,-3280.0,0.17841779074006564,0.8215822092599343,0.16136066759508155,0.8386393324049184
RAICHUR,Raichur,26958.0,-10,TotalNPK,25221,-6.443356332072112,-1737.0,0.007400656215822088,0.9925993437841779,0.0061469702367457635,0.9938530297632542
KOPPAL,Koppal,29982.0,-10,TotalNPK,28670,-4.375958908678541,-1312.0,0.0592023332118119,0.9407976667881881,0.06998413058263431,0.9300158694173657
VIJAYANAGARA,Vijayanagara,22938.5,-10,TotalNPK,21536,-6.114174858861738,-1402.5,0.12175841536031112,0.8782415846396889,0.1217869827595513,0.8782130172404488
BENGALURU,Bengaluru Urban,71.0,-10,AreaUnderOilSeeds_GroundNut,66,-7.042253521126761,-5.0,0.03568355814801312,0.9643164418519868,0.03761985335589396,0.962380146644106
BENGALURU(R),Bengaluru Rural,206.0,-10,AreaUnderOilSeeds_GroundNut,194,-5.825242718446602,-12.0,0.16460517681370762,0.8353948231862924,0.161166706953509,0.838833293046491
RAMANAGARA,Ramanagara,4830.0,-10,AreaUnderOilSeeds_GroundNut,4607,-4.616977225672878,-223.0,0.07478235508567264,0.9252176449143273,0.0690677624687777,0.9309322375312223
CHITRADURGA,Chitradurga,68575.0,-10,AreaUnderOilSeeds_GroundNut,62055,-9.50783813343055,-6520.0,0.6908377688662048,0.30916223113379515,0.6924889211183627,0.3075110788816373
DAVANAGERE,Davanagere,16592.0,-10,AreaUnderOilSeeds_GroundNut,15562,-6.207810993249759,-1030.0,0.09081540891967432,0.9091845910803257,0.0820159535895576,0.9179840464104424
